No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
6402,SREV,"ServiceSource International, Inc.",Technology,Software - Application,USA,144.38M,-,1.47,1.38%,"105,782"
6403,SRG,Seritage Growth Properties,Real Estate,REIT - Retail,USA,549.30M,-,14.15,2.91%,"312,582"
6404,SRGA,"Surgalign Holdings, Inc.",Healthcare,Medical Devices,USA,145.29M,-,1.96,1.55%,"221,645"
6405,SRI,"Stoneridge, Inc.",Consumer Cyclical,Auto Parts,USA,628.63M,-,23.3,0.43%,"154,751"
6406,SRL,Scully Royalty Ltd.,Financial,Capital Markets,Hong Kong,46.96M,-,4.0,0.21%,"5,282"
6407,SRLN,SPDR Blackstone / GSO Senior Loan ETF,Financial,Exchange Traded Fund,USA,-,-,44.69,0.09%,"211,497"
6408,SRLP,Sprague Resources LP,Energy,Oil & Gas Refining & Marketing,USA,361.49M,20.48,15.71,-0.06%,"43,037"
6409,SRNE,"Sorrento Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.36B,-,8.08,-2.42%,"7,451,996"
6410,SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,USA,10.88B,-,137.73,-0.05%,"372,399"
6411,SRRA,"Sierra Oncology, Inc.",Healthcare,Biotechnology,Canada,131.45M,-,12.75,2.66%,"7,385"
6412,SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,USA,415.86M,-,14.14,2.17%,"61,131"
6413,SRS,ProShares UltraShort Real Estate,Financial,Exchange Traded Fund,USA,-,-,14.28,-1.11%,"108,071"
6414,SRT,"StarTek, Inc.",Industrials,Specialty Business Services,USA,211.07M,-,5.2,-0.57%,"18,044"
6415,SRTS,"Sensus Healthcare, Inc.",Healthcare,Medical Devices,USA,44.62M,-,2.77,-4.15%,"4,672"
6416,SRTY,ProShares UltraPro Short Russell2000,Financial,Exchange Traded Fund,USA,-,-,6.54,-1.80%,"3,818,514"
6417,SRV,The Cushing MLP & Infrastructure Total Return Fund,Financial,Closed-End Fund - Equity,USA,37.25M,-,17.06,-1.04%,"7,459"
6418,SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Financial,Exchange Traded Fund,USA,-,-,35.62,0.42%,"163,098"
6419,SSB,South State Corporation,Financial,Banks - Regional,USA,4.53B,36.65,62.31,-0.94%,"570,383"
6420,SSBI,Summit State Bank,Financial,Banks - Regional,USA,77.64M,8.57,12.0,1.69%,"1,841"
6421,SSD,"Simpson Manufacturing Co., Inc.",Industrials,Building Products & Equipment,USA,4.24B,26.52,96.96,1.24%,"194,737"
6422,SSG,ProShares UltraShort Semiconductors,Financial,Exchange Traded Fund,USA,-,-,18.91,1.66%,"11,449"
6423,SSKN,"STRATA Skin Sciences, Inc.",Healthcare,Medical Devices,USA,47.24M,-,1.4,9.38%,"56,330"
6424,SSL,Sasol Limited,Energy,Oil & Gas Integrated,South Africa,4.15B,-,6.3,3.28%,"864,691"
6425,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,USA,16.82B,34.17,65.19,0.32%,"560,518"
6426,SSNT,"SilverSun Technologies, Inc.",Technology,Software - Application,USA,13.35M,-,2.81,-5.70%,"224,246"
6427,SSO,ProShares Ultra S&P500,Financial,Exchange Traded Fund,USA,-,-,78.12,0.63%,"1,491,066"
6428,SSP,The E.W. Scripps Company,Communication Services,Broadcasting,USA,857.46M,-,10.42,-1.14%,"219,790"
6429,SSPK,Silver Spike Acquisition Corp.,Financial,Shell Companies,USA,313.10M,-,10.1,0.00%,"4,491"
6430,SSPY,Syntax Stratified LargeCap ETF,Financial,Exchange Traded Fund,USA,-,-,50.78,0.44%,"1,009"
6431,SSRM,SSR Mining Inc.,Basic Materials,Gold,Canada,4.24B,41.18,19.23,-1.44%,"884,558"
6432,SSSS,SuRo Capital Corp.,Financial,Asset Management,USA,135.63M,191.86,8.25,-1.32%,"198,010"
6433,SSTI,"ShotSpotter, Inc.",Technology,Software - Application,USA,356.18M,140.09,31.52,-0.94%,"29,725"
6434,SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,USA,2.25B,68.92,62.72,3.98%,"334,362"
6435,SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,Financial,Exchange Traded Fund,USA,-,-,27.05,0.32%,"19,326"
6436,SSY,"SunLink Health Systems, Inc.",Healthcare,Medical Care Facilities,USA,6.71M,-,1.01,-15.13%,"135,013"
6437,SSYS,Stratasys Ltd.,Technology,Computer Hardware,USA,815.22M,-,14.86,-4.50%,"1,052,975"
6438,ST,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments,USA,7.74B,96.07,48.9,1.54%,"1,049,198"
6439,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,3.40B,475.19,75.08,0.52%,"400,768"
6440,STAF,"Staffing 360 Solutions, Inc.",Industrials,Staffing & Employment Services,USA,13.12M,-,1.44,10.77%,"4,301,981"
6441,STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,USA,4.94B,44.85,32.74,0.06%,"669,414"
6442,STAR,iStar Inc.,Real Estate,REIT - Diversified,USA,1.06B,-,12.31,0.98%,"341,650"
6443,STAY,"Extended Stay America, Inc.",Consumer Cyclical,Lodging,USA,2.20B,-,12.38,0.49%,"654,570"
6444,STBA,"S&T Bancorp, Inc.",Financial,Banks - Regional,USA,836.63M,23.86,21.43,0.56%,"87,804"
6445,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,USA,1.19B,10.06,44.63,5.91%,"306,569"
6446,STCN,"Steel Connect, Inc.",Industrials,Integrated Freight & Logistics,USA,39.27M,-,0.6,-2.32%,"63,494"
6447,STE,STERIS plc,Healthcare,Medical Instruments & Supplies,Ireland,15.82B,39.07,187.54,-0.35%,"176,519"
6448,STEP,StepStone Group Inc.,Financial,Asset Management,USA,2.47B,53.64,26.55,-1.67%,"373,199"
6449,STFC,State Auto Financial Corporation,Financial,Insurance - Property & Casualty,USA,584.75M,-,13.72,-0.29%,"74,388"
6450,STG,Sunlands Technology Group,Consumer Defensive,Education & Training Services,China,279.53M,-,1.63,-1.51%,"8,344"
6451,STIM,"Neuronetics, Inc.",Healthcare,Diagnostics & Research,USA,104.68M,-,5.61,-2.09%,"153,851"
6452,STIP,iShares 0-5 Year TIPS Bond ETF,Financial,Exchange Traded Fund,USA,-,-,103.67,-0.06%,"145,739"
6453,STK,Columbia Seligman Premium Technology Growth Fund,Financial,Closed-End Fund - Equity,USA,362.97M,-,22.84,0.40%,"35,849"
6454,STKL,SunOpta Inc.,Consumer Defensive,Packaged Foods,Canada,706.50M,-,7.83,1.03%,"245,261"
6455,STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,Restaurants,USA,68.95M,5.69,2.42,-1.22%,"55,612"
6456,STL,Sterling Bancorp,Financial,Banks - Regional,USA,2.65B,9.50,13.58,0.37%,"4,299,239"
6457,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,USA,6.85B,13.12,32.58,1.37%,"1,460,379"
6458,STLG,iShares Factors US Growth Style ETF,Financial,Exchange Traded Fund,USA,-,-,29.08,0.00%,0
6459,STM,STMicroelectronics N.V.,Technology,Semiconductors,Switzerland,30.87B,31.81,34.01,0.71%,"1,670,933"
6460,STMP,Stamps.com Inc.,Technology,Software - Application,USA,4.58B,48.42,256.56,-1.20%,"142,314"
6461,STN,Stantec Inc.,Industrials,Engineering & Construction,Canada,3.43B,24.73,30.57,1.19%,"50,518"
6462,STNE,StoneCo Ltd.,Technology,Software - Application,Cayman Islands,18.25B,126.34,59.0,1.94%,"1,813,017"
6463,STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,Monaco,644.42M,4.50,10.71,-2.10%,"1,413,643"
6464,STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.32B,-,40.17,3.50%,"64,000"
6465,STON,StoneMor Inc.,Consumer Cyclical,Personal Services,USA,108.08M,-,0.92,-4.56%,"59,601"
6466,STOR,STORE Capital Corporation,Real Estate,REIT - Diversified,USA,7.21B,24.43,28.12,1.55%,"1,298,714"
6467,STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,49.83,-0.04%,"4,273"
6468,STPK,Star Peak Energy Transition Corp.,Financial,Shell Companies,USA,425.44M,-,9.74,0.00%,"1,945"
6469,STPZ,PIMCO 1-5 Year U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA,-,-,53.7,-0.06%,"142,162"
6470,STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,USA,2.35B,18.51,96.16,0.39%,"64,960"
6471,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,442.80M,9.13,16.83,0.72%,"148,054"
6472,STRM,"Streamline Health Solutions, Inc.",Healthcare,Health Information Services,USA,43.51M,21.44,1.41,-2.43%,"11,412"
6473,STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,USA,444.40M,-,12.3,-2.69%,"138,899"
6474,STRS,Stratus Properties Inc.,Real Estate,Real Estate - Diversified,USA,191.68M,105.71,23.15,3.21%,"10,049"
6475,STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,USA,106.97M,-,28.75,23.68%,"66,425"
6476,STSA,"Satsuma Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,71.17M,-,4.03,2.28%,"287,904"
6477,STT,State Street Corporation,Financial,Asset Management,USA,23.14B,10.45,65.31,-0.44%,"979,308"
6478,STTK,"Shattuck Labs, Inc.",Healthcare,Biotechnology,USA,849.73M,-,21.76,0.00%,"77,604"
6479,STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,USA,4.35B,11.50,15.18,1.95%,"1,561,484"
6480,STX,Seagate Technology plc,Technology,Computer Hardware,Ireland,12.99B,13.38,50.74,-2.03%,"5,911,187"
6481,STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,USA,235.73M,10.47,14.04,0.43%,"21,626"
6482,STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies,USA,252.49M,-,3.39,-0.88%,"67,554"
6483,STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA,34.73B,33.56,179.46,0.59%,"1,106,387"
6484,SU,Suncor Energy Inc.,Energy,Oil & Gas Integrated,Canada,19.53B,-,12.53,2.54%,"8,689,287"
6485,SUB,iShares Short-Term National Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,107.83,-0.02%,"169,254"
6486,SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,USA,14.11B,102.61,141.6,-0.44%,"683,109"
6487,SUM,"Summit Materials, Inc.",Basic Materials,Building Materials,USA,2.24B,21.94,19.79,0.41%,"669,179"
6488,SUMO,"Sumo Logic, Inc.",Technology,Software - Application,USA,1.93B,-,19.03,-4.85%,"2,150,266"
6489,SUMR,"Summer Infant, Inc.",Consumer Defensive,Household & Personal Products,USA,34.46M,-,20.51,-2.10%,"8,772"
6490,SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,USA,2.11B,21.33,25.23,0.32%,"675,157"
6491,SUNS,Solar Senior Capital Ltd.,Financial,Asset Management,USA,216.50M,23.06,13.49,-0.81%,"44,010"
6492,SUNW,"Sunworks, Inc.",Technology,Solar,USA,51.05M,-,2.86,-0.35%,"1,072,127"
6493,SUP,"Superior Industries International, Inc.",Consumer Cyclical,Auto Parts,USA,38.72M,-,1.46,-2.01%,"84,143"
6494,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.06B,9.12,20.09,-0.20%,"228,548"
6495,SUPV,Grupo Supervielle S.A.,Financial,Banks - Regional,Argentina,271.59M,3.68,1.7,2.41%,"193,720"
6496,SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,383.76M,-,9.57,8.38%,"925,463"
6497,SUSA,iShares MSCI USA ESG Select ETF,Financial,Exchange Traded Fund,USA,-,-,152.6,0.16%,"24,669"
6498,SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.07,-0.04%,"176,545"
6499,SUSC,iShares ESG USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.71,0.31%,"173,291"
6500,SUSL,iShares ESG MSCI USA Leaders ETF,Financial,Exchange Traded Fund,USA,-,-,59.88,0.21%,"3,071"
6501,SUZ,Suzano S.A.,Basic Materials,Paper & Paper Products,Brazil,12.18B,-,9.03,-1.42%,"210,988"
6502,SVACU,Starboard Value Acquisition Corp.,Financial,Shell Companies,USA,404.30M,-,10.0,-0.10%,"147,054"
6503,SVBI,"Severn Bancorp, Inc.",Financial,Banks - Regional,USA,81.60M,13.88,6.37,0.31%,"1,373"
6504,SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,USA,1.36B,-,8.18,-2.85%,"788,373"
6505,SVM,Silvercorp Metals Inc.,Basic Materials,Silver,Canada,1.27B,34.01,7.38,-0.27%,"556,503"
6506,SVMK,SVMK Inc.,Technology,Software - Application,USA,3.32B,-,23.61,0.94%,"292,783"
6507,SVRA,Savara Inc.,Healthcare,Biotechnology,USA,64.40M,-,1.18,1.72%,"33,897"
6508,SVT,"Servotronics, Inc.",Industrials,Electrical Equipment & Parts,USA,20.50M,4.71,8.2,0.00%,241
6509,SVVC,"Firsthand Technology Value Fund, Inc.",Financial,Asset Management,USA,22.83M,-,3.31,1.90%,"66,727"
6510,SVXY,ProShares Short VIX Short-Term Futures ETF,Financial,Exchange Traded Fund,USA,-,-,37.4,-0.05%,"2,471,631"
6511,SWAN,Amplify BlackSwan Growth & Treasury Core ETF,Financial,Exchange Traded Fund,USA,-,-,31.76,0.44%,"84,691"
6512,SWAV,"ShockWave Medical, Inc.",Healthcare,Medical Devices,USA,2.37B,-,72.83,1.76%,"194,120"
6513,SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,USA,913.58M,-,16.25,0.37%,"1,446,454"
6514,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,3.74B,137.35,15.52,-1.27%,"863,184"
6515,SWI,SolarWinds Corporation,Technology,Software - Infrastructure,USA,6.77B,221.53,21.71,0.28%,"221,997"
6516,SWIR,"Sierra Wireless, Inc.",Technology,Communication Equipment,Canada,420.03M,-,11.47,-0.69%,"84,482"
6517,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA,28.47B,33.66,178.01,0.00%,"591,316"
6518,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,25.05B,32.58,149.76,0.02%,"816,029"
6519,SWM,"Schweitzer-Mauduit International, Inc.",Basic Materials,Paper & Paper Products,USA,1.07B,11.68,34.12,-0.61%,"91,437"
6520,SWN,Southwestern Energy Company,Energy,Oil & Gas E&P,USA,1.92B,-,3.14,0.32%,"14,579,742"
6521,SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.85B,-,60.02,0.70%,"154,280"
6522,SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas,USA,3.84B,18.41,69.2,0.98%,"164,475"
6523,SWZ,The Swiss Helvetia Fund Inc.,Financial,Closed-End Fund - Foreign,USA,106.76M,19.44,8.05,-0.74%,"26,130"
6524,SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,349.41M,-,4.07,7.96%,"962,525"
6525,SXI,Standex International Corporation,Industrials,Specialty Industrial Machinery,USA,797.64M,19.60,65.06,1.66%,"26,334"
6526,SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,USA,2.76B,44.85,70.28,0.36%,"132,941"
6527,SXTC,"China SXT Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China,19.19M,-,0.33,6.54%,"4,142,130"
6528,SY,So-Young International Inc.,Healthcare,Health Information Services,China,1.22B,132.61,12.2,-5.35%,"362,893"
6529,SYBT,"Stock Yards Bancorp, Inc.",Financial,Banks - Regional,USA,881.04M,14.57,38.71,0.89%,"52,756"
6530,SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,USA,69.36M,-,2.0,0.00%,"159,394"
6531,SYE,SPDR MFS Systematic Core Equity ETF,Financial,Exchange Traded Fund,USA,-,-,89.78,0.21%,312
6532,SYF,Synchrony Financial,Financial,Credit Services,USA,16.04B,8.51,27.75,-0.75%,"7,311,048"
6533,SYG,SPDR MFS Systematic Growth Equity ETF,Financial,Exchange Traded Fund,USA,-,-,109.07,0.17%,13
6534,SYK,Stryker Corporation,Healthcare,Medical Devices,USA,82.66B,52.71,221.9,-1.22%,"857,263"
6535,SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,USA,1.47B,19.30,36.29,0.17%,"100,195"
6536,SYLD,Cambria Shareholder Yield ETF,Financial,Exchange Traded Fund,USA,-,-,37.59,0.64%,"1,981"
6537,SYN,"Synthetic Biologics, Inc.",Healthcare,Biotechnology,USA,6.98M,-,0.36,16.35%,"6,569,372"
6538,SYNA,Synaptics Incorporated,Technology,Semiconductors,USA,2.86B,24.19,81.27,0.83%,"125,350"
6539,SYNC,"Synacor, Inc.",Technology,Software - Infrastructure,USA,53.76M,-,1.38,-4.83%,"20,046"
6540,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,USA,6.07B,32.62,58.06,-0.31%,"341,711"
6541,SYNL,Synalloy Corporation,Basic Materials,Steel,USA,36.53M,-,4.05,-1.94%,"97,707"
6542,SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,Auto Parts,USA,25.41M,-,1.22,0.00%,"91,099"
6543,SYRS,"Syros Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,337.57M,-,7.53,1.48%,"570,868"
6544,SYTA,Siyata Mobile Inc.,Technology,Communication Equipment,Canada,16.66M,-,5.35,0.75%,"32,791"
6545,SYV,SPDR MFS Systematic Value Equity ETF,Financial,Exchange Traded Fund,USA,-,-,62.75,0.14%,"1,207"
6546,SYX,Systemax Inc.,Industrials,Industrial Distribution,USA,910.43M,18.80,24.22,1.76%,"25,331"
6547,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,USA,33.35B,164.05,64.8,-0.63%,"1,714,925"
6548,SZC,The Cushing Renaissance Fund,Financial,Closed-End Fund - Equity,USA,73.78M,-,28.36,-2.17%,"22,264"
6549,SZK,ProShares UltraShort Consumer Goods,Financial,Exchange Traded Fund,USA,-,-,11.88,-0.42%,"1,177"
6550,SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,28.31,0.35%,"10,727"
6551,T,AT&T Inc.,Communication Services,Telecom Services,USA,199.09B,16.98,27.82,-1.63%,"41,374,792"
6552,TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,USA,403.40M,8.20,28.21,1.62%,"188,345"
6553,TAC,TransAlta Corporation,Utilities,Utilities - Independent Power Producers,Canada,1.80B,29.11,6.52,0.46%,"46,681"
6554,TACO,"Del Taco Restaurants, Inc.",Consumer Cyclical,Restaurants,USA,385.21M,-,8.13,6.98%,"1,482,194"
6555,TACT,TransAct Technologies Incorporated,Technology,Computer Hardware,USA,53.41M,-,7.15,0.00%,"20,653"
6556,TAIL,Cambria Tail Risk ETF,Financial,Exchange Traded Fund,USA,-,-,21.15,0.10%,"152,524"
6557,TAIT,Taitron Components Incorporated,Technology,Electronics & Computer Distribution,USA,14.17M,27.61,2.54,3.25%,"61,437"
6558,TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,52.08B,20.53,16.66,0.12%,"710,672"
6559,TAL,TAL Education Group,Consumer Defensive,Education & Training Services,China,42.36B,-,70.31,5.98%,"8,740,946"
6560,TALO,Talos Energy Inc.,Energy,Oil & Gas E&P,USA,564.75M,3.94,7.52,2.04%,"512,421"
6561,TAN,Invesco Solar ETF,Financial,Exchange Traded Fund,USA,-,-,71.12,0.06%,"1,256,296"
6562,TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,China,78.65M,-,2.65,2.32%,"488,096"
6563,TAOP,Taoping Inc.,Technology,Software - Infrastructure,China,24.51M,-,3.2,-6.98%,"388,729"
6564,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,7.68B,-,35.68,1.08%,"1,245,011"
6565,TARA,"Protara Therapeutics, Inc.",Healthcare,Biotechnology,USA,220.81M,-,21.48,0.33%,"59,909"
6566,TARO,Taro Pharmaceutical Industries Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,2.30B,-,60.0,0.49%,"21,311"
6567,TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,-,-,23.5,1.21%,"63,122"
6568,TAST,"Carrols Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,367.59M,-,6.73,-0.15%,"97,246"
6569,TAT,TransAtlantic Petroleum Ltd.,Energy,Oil & Gas E&P,USA,23.06M,-,0.26,1.34%,"1,048,390"
6570,TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,Israel,38.67M,34.25,4.35,1.16%,"19,111"
6571,TAWK,Direxion Daily Communication Services Index Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,42.23,0.00%,0
6572,TAXF,American Century Diversified Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,53.31,0.05%,"4,533"
6573,TAYD,"Taylor Devices, Inc.",Industrials,Specialty Industrial Machinery,USA,33.31M,11.72,9.6,-1.13%,"3,185"
6574,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,561.38M,9.74,9.57,1.59%,"183,582"
6575,TBF,ProShares Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,15.86,-0.56%,"1,135,942"
6576,TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services,USA,661.64M,-,18.43,1.26%,"179,486"
6577,TBIO,"Translate Bio, Inc.",Healthcare,Biotechnology,USA,1.02B,-,14.03,-2.97%,"567,060"
6578,TBK,"Triumph Bancorp, Inc.",Financial,Banks - Regional,USA,1.11B,28.79,45.86,2.76%,"261,635"
6579,TBLT,"ToughBuilt Industries, Inc.",Industrials,Tools & Accessories,USA,30.16M,-,0.77,-0.97%,"774,378"
6580,TBND,Tactical Income ETF,Financial,Exchange Traded Fund,USA,-,-,23.48,0.24%,73
6581,TBNK,Territorial Bancorp Inc.,Financial,Banks - Regional,USA,212.14M,10.97,22.52,1.49%,"21,549"
6582,TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,1.23B,-,19.45,2.21%,"249,563"
6583,TBT,ProShares UltraShort 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,16.7,-1.12%,"1,248,626"
6584,TBX,ProShares Short 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,-,-,23.92,-0.19%,"1,889"
6585,TC,TuanChe Limited,Communication Services,Internet Content & Information,China,373.72M,-,4.48,-25.70%,"414,419"
6586,TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,2.16B,21.33,42.78,4.65%,"578,914"
6587,TCBK,TriCo Bancshares,Financial,Banks - Regional,USA,881.89M,13.30,30.41,0.23%,"61,051"
6588,TCCO,Technical Communications Corporation,Technology,Communication Equipment,USA,6.28M,-,3.45,-1.71%,"19,470"
6589,TCDA,"Tricida, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,432.69M,-,8.75,-1.69%,"327,195"
6590,TCF,TCF Financial Corporation,Financial,Banks - Regional,USA,4.51B,22.17,29.62,2.39%,"846,676"
6591,TCFC,The Community Financial Corporation,Financial,Banks - Regional,USA,131.82M,9.14,22.38,0.31%,"5,061"
6592,TCHP,T. Rowe Price Blue Chip Growth ETF,Financial,Exchange Traded Fund,USA,-,-,26.76,0.70%,"23,423"
6593,TCI,"Transcontinental Realty Investors, Inc.",Real Estate,REIT - Diversified,USA,206.06M,-,23.74,-0.25%,"3,452"
6594,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,USA,741.20M,-,39.3,3.97%,"147,045"
6595,TCO,"Taubman Centers, Inc.",Real Estate,REIT - Retail,USA,2.21B,13.00,35.35,0.45%,"255,104"
6596,TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China,18.42B,-,31.22,1.56%,"3,272,897"
6597,TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,68.17M,-,4.94,9.29%,"331,105"
6598,TCP,"TC PipeLines, LP",Energy,Oil & Gas Midstream,USA,2.14B,8.01,29.66,-2.63%,"140,659"
6599,TCPC,BlackRock TCP Capital Corp.,Financial,Asset Management,USA,569.57M,-,9.81,0.82%,"140,605"
6600,TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA,717.99M,-,20.89,9.83%,"151,296"
6601,TCS,"The Container Store Group, Inc.",Consumer Cyclical,Specialty Retail,USA,512.37M,246.00,9.84,3.47%,"1,842,715"
6602,TCTL,Premise Capital Diversified Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,27.65,0.31%,"13,394"
6603,TCX,Tucows Inc.,Technology,Software - Infrastructure,Canada,810.74M,43.90,76.92,0.61%,"21,055"
6604,TD,The Toronto-Dominion Bank,Financial,Banks - Diversified,Canada,83.13B,11.80,46.06,0.85%,"992,027"
6605,TDC,Teradata Corporation,Technology,Information Technology Services,USA,2.19B,19.94,20.56,-1.63%,"454,849"
6606,TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,802.51M,5.16,23.74,-0.04%,"23,721"
6607,TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,USA,27.17B,49.71,501.97,1.81%,"302,193"
6608,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,44.49,-0.80%,"45,361"
6609,TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,USA,18.19B,-,216.32,0.71%,"1,345,090"
6610,TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services,USA,1.88B,12.23,17.36,0.40%,"680,164"
6611,TDSA,Cabana Target Drawdown 5 ETF,Financial,Exchange Traded Fund,USA,-,-,24.32,0.25%,950
6612,TDSB,Cabana Target Drawdown 7 ETF,Financial,Exchange Traded Fund,USA,-,-,24.62,0.35%,"44,130"
6613,TDSC,Cabana Target Drawdown 10 ETF,Financial,Exchange Traded Fund,USA,-,-,24.71,0.30%,"57,764"
6614,TDSD,Cabana Target Drawdown 13 ETF,Financial,Exchange Traded Fund,USA,-,-,24.8,0.27%,"14,763"
6615,TDSE,Cabana Target Drawdown 16 ETF,Financial,Exchange Traded Fund,USA,-,-,24.81,0.36%,14
6616,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,27.45,-0.02%,"38,656"
6617,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,25.83,-0.02%,"31,723"
6618,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,-,-,46.51,0.59%,"1,835"
6619,TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,USA,254.98M,-,6.21,0.98%,"106,109"
6620,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,12.34B,32.26,340.46,1.07%,"126,462"
6621,TEAF,Tortoise Essential Assets Income Term Fund,Financial,Asset Management,USA,153.39M,-,11.37,-1.04%,"83,483"
6622,TEAM,Atlassian Corporation Plc,Technology,Software - Application,Australia,47.58B,-,208.49,2.66%,"1,115,044"
6623,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Financial,Exchange Traded Fund,USA,-,-,32.83,0.31%,"17,207"
